Genus;Species;Location;Subject;Sex;Age;X.insertions;X.bouts;HI;AbsHI;z-score;Category;Clade;Treename
Gorilla;gorilla;see Hopkins et al., 2011;Olympia;f;juvenile;NA;NA;0.383333333;0.383333333;4.199206274;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Rollie;f;juvenile;NA;NA;-1;1;-9.797958971;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Sukari;f;juvenile;NA;NA;0.632653061;0.632653061;4.428571429;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Tabibu;f;juvenile;NA;NA;-0.247524752;0.247524752;-2.487592976;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kigali;f;juvenile;NA;NA;-0.658536585;0.658536585;-4.216691571;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;johari;f;juvenile;NA;NA;0.34;0.34;3.4;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;shalia;f;juvenile;NA;NA;0.75;0.75;7.4;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Lily;f;juvenile;NA;NA;1;1;2.645751311;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Susie;f;juvenile;NA;NA;0.709677419;0.709677419;5.588005588;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Sydney;f;juvenile;NA;NA;0.046875;0.046875;0.530330086;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;dotty;f;juvenile;NA;NA;0.21;0.21;1.3;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;kambera;f;juvenile;NA;NA;0.71;0.71;3.78;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Carlos;m;adult;NA;NA;0.982300885;0.982300885;10.44200164;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Frank;m;adult;NA;NA;0.333333333;0.333333333;2.886751346;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Ivan;m;adult;NA;NA;-1;1;-5.744562647;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Ozzie;m;adult;NA;NA;-0.466666667;0.466666667;-3.614784456;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Baraka;m;adult;NA;NA;0.676470588;0.676470588;5.578319376;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;charles;m;adult;NA;NA;0.53;0.53;5.2;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Jojo;m;adult;NA;NA;-0.230769231;0.230769231;-1.664100589;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kwan;m;adult;NA;NA;0.234042553;0.234042553;1.604514906;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Lash;m;adult;NA;NA;1;1;8.246;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;OJ;m;adult;NA;NA;0.884615385;0.884615385;6.379052257;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Quito;m;adult;NA;NA;0.84;0.84;9.44;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Rumple;m;adult;NA;NA;0;0;0;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Timmy;m;adult;NA;NA;0.289719626;0.289719626;2.996883116;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;macombo;m;adult;NA;NA;0.31;0.31;1.67;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;nkosi;m;adult;NA;NA;0.45;0.45;2.61;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Cassius;m;adult;NA;NA;0.753846154;0.753846154;6.077701995;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Maji;m;adult;NA;NA;0.52238806;0.52238806;4.275930552;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Hodari;m;adult;NA;NA;1;1;6.56;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Charlie;m;juvenile;NA;NA;0.044025157;0.044025157;0.55513611;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Jasiri;m;juvenile;NA;NA;0.703703704;0.703703704;5.171145013;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Jelani;m;juvenile;NA;NA;-0.446428571;0.446428571;-4.724555913;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kekla;m;juvenile;NA;NA;0.8;0.8;7.589466384;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kidogo;m;juvenile;NA;NA;-0.294117647;0.294117647;-2.711630723;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kudzoo;m;juvenile;NA;NA;-0.986754967;0.986754967;-12.12544804;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Stadi;m;juvenile;NA;NA;0.242718447;0.242718447;2.463323195;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Taz;m;juvenile;NA;NA;-0.53030303;0.53030303;-6.092717958;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kojo;m;juvenile;NA;NA;0.766666667;0.766666667;5.938574464;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kwame;m;juvenile;NA;NA;0.617977528;0.617977528;5.82998834;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;subria;m;juvenile;NA;NA;-0.85;0.85;-8.6;left;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Amare;m;juvenile;NA;NA;0.906976744;0.906976744;5.947444243;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Azizi;m;juvenile;NA;NA;0.6;0.6;4.242640687;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;Kwizera;m;juvenile;NA;NA;0.2;0.2;2.323790008;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;mo'ana;m;juvenile;NA;NA;0.16;0.16;0.69;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;nia;m;juvenile;NA;NA;0.53;0.53;2.18;right;Hominoidea;Gorilla_gorilla_gorilla
Gorilla;gorilla;see Hopkins et al., 2011;umande;m;juvenile;NA;NA;-0.43;0.43;-1.6;ambipreferent;Hominoidea;Gorilla_gorilla_gorilla
Homo;sapiens;Aix-Marseille University;1;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;2;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;3;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;4;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;5;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;6;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;7;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;8;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;9;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;10;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;11;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;12;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;13;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;14;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;15;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;16;NA;adult;30;30;0.73;0.73;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;17;NA;adult;30;30;0.93;0.93;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;18;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;19;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;20;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;21;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;22;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;23;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;24;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;25;NA;adult;30;30;0.67;0.67;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;26;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;27;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;28;NA;adult;30;30;0.67;0.67;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;29;NA;adult;30;30;-0.07;0.07;NA;ambipreferent;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;30;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;31;NA;adult;30;30;-0.6;0.6;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;32;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;33;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;34;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;35;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;36;NA;adult;30;30;0.93;0.93;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;37;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;38;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;39;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;40;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;41;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;42;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;43;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;44;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;45;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;46;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;47;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;48;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;49;NA;adult;30;30;0.87;0.87;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;50;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;51;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;52;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;53;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;54;NA;adult;30;30;0.4;0.4;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;55;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;56;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;57;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;58;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;59;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;60;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;61;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;62;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;63;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;64;NA;adult;30;30;-0.13;0.13;NA;ambipreferent;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;65;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;66;NA;adult;30;30;0.87;0.87;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;67;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;68;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;69;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;70;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;71;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;72;NA;adult;30;30;0.72;0.72;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;73;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;74;NA;adult;30;30;0.07;0.07;NA;ambipreferent;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;75;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;76;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;77;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;78;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;79;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;80;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;81;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;82;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;83;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;84;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;85;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;86;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;87;NA;adult;30;30;-0.67;0.67;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;88;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;89;NA;adult;30;30;0.73;0.73;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;90;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;91;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;92;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;93;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;94;NA;adult;30;30;-0.13;0.13;NA;ambipreferent;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;95;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;96;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;97;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;98;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;99;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;100;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;101;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;102;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;103;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;104;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;105;NA;adult;30;30;0.93;0.93;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;106;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;107;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;108;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;109;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;110;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;111;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;112;NA;adult;30;30;0.67;0.67;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;113;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;114;NA;adult;30;30;-1;1;NA;left;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;115;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;116;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;117;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;118;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;119;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;120;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;121;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;122;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;123;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;124;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;125;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;126;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Homo;sapiens;Aix-Marseille University;127;NA;adult;30;30;1;1;NA;right;Hominoidea;Homo_sapiens
Hylobates;lar;Kyoto;Cromartie;f;adult;115;15;0.37;0.373913043;4.01;right;Hominoidea;Hylobates_lar
Hylobates;lar;Sasebo;Monrey;f;adult;182;48;-0.58;0.580838323;-7.51;left;Hominoidea;Hylobates_lar
Hylobates;lar;Rheine;Lissy;f;adult;58;17;-0.345;0.345;-2.626;left;Hominoidea;Hylobates_lar
Hylobates;lar;Sasebo;Momo;f;juvenile;108;46;0.42;0.417475728;4.24;right;Hominoidea;Hylobates_lar
Hylobates;lar;Kyoto;Shiromartie;m;adult;324;96;-0.79;0.790123457;-14.23;left;Hominoidea;Hylobates_lar
Hylobates;lar;Kagoshima;Tena;m;adult;36;9;0.67;0.666666667;4;right;Hominoidea;Hylobates_lar
Hylobates;lar;Sasebo;Yotaro;m;adult;209;75;0.7;0.703349282;10.17;right;Hominoidea;Hylobates_lar
Hylobates;lar;Hamm;Frodo;m;adult;65;35;-0.262;0.262;-2.109;left;Hominoidea;Hylobates_lar
Hylobates;lar;Hamm;Charlie;m;adult;35;8;1;1;5.916;right;Hominoidea;Hylobates_lar
Hylobates;lar;Kolm�rden Wildlife Park;Lelle;m;adult;NA;33;0.33;0.33;NA;ambipreferent;Hominoidea;Hylobates_lar
Hylobates;lar;Kolm�rden Wildlife Park;Elliot;f;adult;NA;31;-0.81;0.81;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Kolm�rden Wildlife Park;Edith;f;adult;NA;39;-0.95;0.95;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Kolm�rden Wildlife Park;Ebbot;m;juvenile;NA;30;0.93;0.93;NA;right;Hominoidea;Hylobates_lar
Hylobates;lar;Parken Zoo;Korak;f;adult;NA;81;-0.33;0.33;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Wildlands Adventure Zoo, Emmen;Sheeba;f;adult;NA;117;-0.74;0.74;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Wildlands Adventure Zoo, Emmen;Yindee;f;adult;NA;42;-0.57;0.57;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Safaripark Beekse Bergen;Muguai;f;adult;NA;51;0.73;0.73;NA;right;Hominoidea;Hylobates_lar
Hylobates;lar;Ouwehands Dierenpark, Rhenen;Jindie;f;adult;NA;111;0.73;0.73;NA;right;Hominoidea;Hylobates_lar
Hylobates;lar;Ouwehands Dierenpark, Rhenen;Tabitha;m;adult;NA;57;-0.33;0.33;NA;left;Hominoidea;Hylobates_lar
Hylobates;lar;Ouwehands Dierenpark, Rhenen;Gibbi;m;adult;NA;68;0.38;0.38;NA;right;Hominoidea;Hylobates_lar
Hylobates;lar;Dou� la Fontaine;Nanti;f;adult;76;9;-1;1;-8.717797887;left;Hominoidea;Hylobates_lar
Hylobates;lar;Dou� la Fontaine;59HL7;m;adult;109;9;0.908;0.91;9.482480224;right;Hominoidea;Hylobates_lar
Hylobates;lar;Dou� la Fontaine;Kaya;f;adult;77;7;-0.532;0.53;-4.672383635;left;Hominoidea;Hylobates_lar
Hylobates;lar;Landau;Pepper;m;adult;38;7;1;1;6.164414003;right;Hominoidea;Hylobates_lar
Hylobates;lar;Landau;Kima;f;adult;86;6;0;0;0;ambipreferent;Hominoidea;Hylobates_lar
Hylobates;lar;Landau;Suey;f;adult;58;15;0;0;0;ambipreferent;Hominoidea;Hylobates_lar
Hylobates;lar;Wuppertal;Junior;m;juvenile;74;22;0.676;0.68;5.812381937;right;Hominoidea;Hylobates_lar
Hylobates;lar;Wuppertal;Filomena ;f;adult;55;18;-0.782;0.78;-5.798118817;left;Hominoidea;Hylobates_lar
Hylobates;lar;Stuttgart;Kedua;f;adult;36;16;0.556;0.56;3.333333333;right;Hominoidea;Hylobates_lar
Hylobates;lar;Stuttgart;Narumol;m;adult;31;17;0.935;0.94;5.208553759;right;Hominoidea;Hylobates_lar
Hylobates;lar;Ulm;Pikachu;m;adult;53;17;-1;1;-7.280109889;left;Hominoidea;Hylobates_lar
Hylobates;lar;Ulm;Momo;f;adult;38;18;0.421;0.42;2.595542738;right;Hominoidea;Hylobates_lar
Hylobates;lar;Cologne;Gabrun;m;adult;44;9;-0.591;0.59;-3.91964748;left;Hominoidea;Hylobates_lar
Hylobates;lar;Berlin (Tierpark);Frieda;f;adult;41;16;-0.707;0.71;-4.529039095;left;Hominoidea;Hylobates_lar
Hylobates;lar;Berlin (Tierpark);Lara;f;juvenile;32;12;-0.938;0.94;-5.303300859;left;Hominoidea;Hylobates_lar
Hylobates;lar;Berlin (Tierpark);Bruno;m;adult;38;22;0.105;0.11;0.648885685;right;Hominoidea;Hylobates_lar
Hylobates;moloch;Port Lympne;Gapag;m;adult;63;14;-0.333;0.33;-2.645751311;left;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Gally;m;adult;52;13;-1;1;-7.211102551;left;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Baru;f;adult;50;7;1;1;7.071067812;right;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Bell;f;adult;88;17;0.341;0.34;3.198010745;right;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Satu;m;juvenile;101;31;0.109;0.11;1.094540909;ambipreferent;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Gahaia;f;adult;61;7;1;1;7.810249676;right;Hominoidea;Hylobates_moloch
Hylobates;moloch;Port Lympne;Lupau;m;adult;78;10;-1;1;-8.831760866;left;Hominoidea;Hylobates_moloch
